DayOfWeekKey,RespondentID,CityID,DayOfWeek,VisitFreq,Year,WeekdayEnd,dwh_create_date
1,89100,2,Sunday,4,2017,weekends,00:45.2
2,89100,2,Monday,2,2017,weekdays,00:45.2
3,89100,2,Thursday,2,2017,weekdays,00:45.2
4,89100,2,Friday,2,2017,weekdays,00:45.2
5,89100,2,Saturday,2,2017,weekends,00:45.2
6,89101,2,Sunday,2,2017,weekends,00:45.2
7,89101,2,Saturday,1,2017,weekends,00:45.2
8,89102,2,Tuesday,1,2017,weekdays,00:45.2
9,89102,2,Sunday,2,2017,weekends,00:45.2
10,89102,2,Saturday,2,2017,weekends,00:45.2
11,89102,2,Thursday,3,2017,weekdays,00:45.2
12,89102,2,Friday,2,2017,weekdays,00:45.2
13,89613,2,Saturday,4,2017,weekends,00:45.2
14,89616,2,Friday,2,2017,weekdays,00:45.2
15,89616,2,Sunday,8,2017,weekends,00:45.2
16,89618,2,Saturday,2,2017,weekends,00:45.2
17,89618,2,Wednesday,1,2017,weekdays,00:45.2
18,89963,2,Saturday,5,2017,weekends,00:45.2
19,89963,2,Sunday,5,2017,weekends,00:45.2
20,89963,2,Friday,4,2017,weekdays,00:45.2
21,89963,2,Tuesday,4,2017,weekdays,00:45.2
22,89963,2,Wednesday,4,2017,weekdays,00:45.2
23,89963,2,Monday,4,2017,weekdays,00:45.2
24,89963,2,Thursday,4,2017,weekdays,00:45.2
25,89965,2,Saturday,3,2017,weekends,00:45.2
26,89965,2,Sunday,3,2017,weekends,00:45.2
27,89965,2,Monday,2,2017,weekdays,00:45.2
28,89967,2,Sunday,4,2017,weekends,00:45.2
29,90338,2,Sunday,4,2017,weekends,00:45.2
30,90338,2,Friday,2,2017,weekdays,00:45.2
31,90338,2,Tuesday,1,2017,weekdays,00:45.2
32,90338,2,Thursday,1,2017,weekdays,00:45.2
33,90339,2,Sunday,3,2017,weekends,00:45.2
34,90418,2,Wednesday,2,2017,weekdays,00:45.2
35,90418,2,Friday,2,2017,weekdays,00:45.2
36,90419,2,Saturday,3,2017,weekends,00:45.2
37,90419,2,Sunday,1,2017,weekends,00:45.2
38,90421,2,Monday,3,2017,weekdays,00:45.2
39,90421,2,Tuesday,3,2017,weekdays,00:45.2
40,90421,2,Wednesday,3,2017,weekdays,00:45.2
41,90421,2,Thursday,3,2017,weekdays,00:45.2
42,90421,2,Sunday,4,2017,weekends,00:45.2
43,90421,2,Saturday,4,2017,weekends,00:45.2
44,90421,2,Friday,4,2017,weekdays,00:45.2
45,90422,2,Monday,4,2017,weekdays,00:45.2
46,90422,2,Wednesday,2,2017,weekdays,00:45.2
47,90422,2,Saturday,2,2017,weekends,00:45.2
48,90422,2,Sunday,2,2017,weekends,00:45.2
49,90423,2,Sunday,3,2017,weekends,00:45.2
50,90424,2,Monday,1,2017,weekdays,00:45.2
51,90424,2,Tuesday,1,2017,weekdays,00:45.2
52,90424,2,Wednesday,1,2017,weekdays,00:45.2
53,90424,2,Thursday,1,2017,weekdays,00:45.2
54,90424,2,Saturday,2,2017,weekends,00:45.2
55,90424,2,Friday,2,2017,weekdays,00:45.2
56,90424,2,Sunday,4,2017,weekends,00:45.2
57,90519,2,Saturday,2,2017,weekends,00:45.2
58,90519,2,Sunday,2,2017,weekends,00:45.2
59,91139,2,Saturday,1,2017,weekends,00:45.2
60,91139,2,Sunday,1,2017,weekends,00:45.2
61,91140,2,Thursday,4,2017,weekdays,00:45.2
62,91142,2,Sunday,1,2017,weekends,00:45.2
63,91142,2,Saturday,1,2017,weekends,00:45.2
64,91142,2,Thursday,1,2017,weekdays,00:45.2
65,91143,2,Tuesday,2,2017,weekdays,00:45.2
66,91143,2,Sunday,5,2017,weekends,00:45.2
67,91143,2,Saturday,5,2017,weekends,00:45.2
68,91323,2,Thursday,2,2017,weekdays,00:45.2
69,91323,2,Sunday,3,2017,weekends,00:45.2
70,91323,2,Saturday,3,2017,weekends,00:45.2
71,91439,2,Saturday,1,2017,weekends,00:45.2
72,91439,2,Sunday,2,2017,weekends,00:45.2
73,91489,2,Saturday,2,2017,weekends,00:45.2
74,91489,2,Thursday,2,2017,weekdays,00:45.2
75,91489,2,Sunday,4,2017,weekends,00:45.2
76,91490,2,Sunday,4,2017,weekends,00:45.2
77,91490,2,Monday,2,2017,weekdays,00:45.2
78,91490,2,Thursday,2,2017,weekdays,00:45.2
79,91770,2,Monday,2,2017,weekdays,00:45.2
80,91770,2,Thursday,2,2017,weekdays,00:45.2
81,91770,2,Saturday,2,2017,weekends,00:45.2
82,91770,2,Sunday,3,2017,weekends,00:45.2
83,91801,2,Sunday,4,2017,weekends,00:45.2
84,91801,2,Saturday,4,2017,weekends,00:45.2
85,91852,2,Monday,3,2017,weekdays,00:45.2
86,91852,2,Tuesday,3,2017,weekdays,00:45.2
87,91852,2,Thursday,3,2017,weekdays,00:45.2
88,91852,2,Friday,3,2017,weekdays,00:45.2
89,91852,2,Wednesday,4,2017,weekdays,00:45.2
90,91853,2,Sunday,4,2017,weekends,00:45.2
91,91854,2,Thursday,2,2017,weekdays,00:45.2
92,91854,2,Saturday,4,2017,weekends,00:45.2
93,91854,2,Sunday,6,2017,weekends,00:45.2
94,91855,2,Monday,2,2017,weekdays,00:45.2
95,91855,2,Tuesday,2,2017,weekdays,00:45.2
96,91855,2,Wednesday,2,2017,weekdays,00:45.2
97,91855,2,Thursday,3,2017,weekdays,00:45.2
98,91855,2,Friday,3,2017,weekdays,00:45.2
99,91855,2,Sunday,3,2017,weekends,00:45.2
100,91855,2,Saturday,3,2017,weekends,00:45.2
101,92021,2,Monday,2,2017,weekdays,00:45.2
102,92021,2,Sunday,6,2017,weekends,00:45.2
103,92021,2,Wednesday,4,2017,weekdays,00:45.2
104,92022,2,Sunday,4,2017,weekends,00:45.2
105,92023,2,Saturday,8,2017,weekends,00:45.2
106,92071,2,Saturday,2,2017,weekends,00:45.2
107,92071,2,Sunday,2,2017,weekends,00:45.2
108,92072,2,Sunday,4,2017,weekends,00:45.2
109,92073,2,Tuesday,3,2017,weekdays,00:45.2
110,92073,2,Sunday,1,2017,weekends,00:45.2
111,92075,2,Saturday,6,2017,weekends,00:45.2
112,92075,2,Monday,4,2017,weekdays,00:45.2
113,92076,2,Sunday,3,2017,weekends,00:45.2
114,92078,2,Sunday,4,2017,weekends,00:45.2
115,92079,2,Sunday,4,2017,weekends,00:45.2
116,92079,2,Saturday,4,2017,weekends,00:45.2
117,92157,2,Saturday,3,2017,weekends,00:45.2
118,92157,2,Sunday,5,2017,weekends,00:45.2
119,92182,2,Sunday,2,2017,weekends,00:45.2
120,92182,2,Saturday,2,2017,weekends,00:45.2
121,92183,2,Sunday,4,2017,weekends,00:45.2
122,92200,2,Sunday,3,2017,weekends,00:45.2
123,92316,2,Sunday,6,2017,weekends,00:45.2
124,92316,2,Saturday,6,2017,weekends,00:45.2
125,92317,2,Sunday,3,2017,weekends,00:45.2
126,92317,2,Saturday,3,2017,weekends,00:45.2
127,92564,2,Sunday,3,2017,weekends,00:45.2
128,92584,2,Sunday,4,2017,weekends,00:45.2
129,92584,2,Saturday,4,2017,weekends,00:45.2
130,92610,2,Saturday,6,2017,weekends,00:45.2
131,92610,2,Wednesday,6,2017,weekdays,00:45.2
132,92610,2,Thursday,6,2017,weekdays,00:45.2
133,92610,2,Friday,6,2017,weekdays,00:45.2
134,92610,2,Sunday,6,2017,weekends,00:45.2
135,92615,2,Sunday,6,2017,weekends,00:45.2
136,92615,2,Saturday,4,2017,weekends,00:45.2
137,92615,2,Friday,2,2017,weekdays,00:45.2
138,92616,2,Monday,1,2017,weekdays,00:45.2
139,92616,2,Tuesday,1,2017,weekdays,00:45.2
140,92616,2,Saturday,2,2017,weekends,00:45.2
141,92622,2,Sunday,8,2017,weekends,00:45.2
142,92639,2,Sunday,4,2017,weekends,00:45.2
143,92640,2,Saturday,2,2017,weekends,00:45.2
144,92641,2,Saturday,2,2017,weekends,00:45.2
145,92641,2,Thursday,2,2017,weekdays,00:45.2
146,92641,2,Friday,2,2017,weekdays,00:45.2
147,92641,2,Sunday,6,2017,weekends,00:45.2
148,92690,2,Sunday,5,2017,weekends,00:45.2
149,92690,2,Saturday,5,2017,weekends,00:45.2
150,92690,2,Monday,4,2017,weekdays,00:45.2
151,92690,2,Wednesday,4,2017,weekdays,00:45.2
152,92690,2,Friday,4,2017,weekdays,00:45.2
153,92690,2,Tuesday,4,2017,weekdays,00:45.2
154,92690,2,Thursday,4,2017,weekdays,00:45.2
155,92719,2,Sunday,4,2017,weekends,00:45.2
156,92738,2,Saturday,2,2017,weekends,00:45.2
157,92738,2,Sunday,1,2017,weekends,00:45.2
158,92810,2,Friday,1,2017,weekdays,00:45.2
159,92810,2,Saturday,2,2017,weekends,00:45.2
160,92812,2,Sunday,2,2017,weekends,00:45.2
161,92812,2,Saturday,1,2017,weekends,00:45.2
162,92813,2,Sunday,2,2017,weekends,00:45.2
163,92813,2,Thursday,2,2017,weekdays,00:45.2
164,92815,2,Monday,1,2017,weekdays,00:45.2
165,92815,2,Sunday,3,2017,weekends,00:45.2
166,92816,2,Saturday,5,2017,weekends,00:45.2
167,92816,2,Sunday,5,2017,weekends,00:45.2
168,92820,2,Saturday,2,2017,weekends,00:45.2
169,92820,2,Friday,2,2017,weekdays,00:45.2
170,92820,2,Sunday,4,2017,weekends,00:45.2
171,92821,2,Saturday,4,2017,weekends,00:45.2
172,92821,2,Monday,3,2017,weekdays,00:45.2
173,92821,2,Tuesday,3,2017,weekdays,00:45.2
174,92821,2,Wednesday,3,2017,weekdays,00:45.2
175,92821,2,Sunday,3,2017,weekends,00:45.2
176,92821,2,Thursday,4,2017,weekdays,00:45.2
177,92821,2,Friday,4,2017,weekdays,00:45.2
178,92839,2,Saturday,2,2017,weekends,00:45.2
179,92839,2,Sunday,2,2017,weekends,00:45.2
180,92874,2,Sunday,4,2017,weekends,00:45.2
181,92874,2,Friday,4,2017,weekdays,00:45.2
182,92874,2,Tuesday,4,2017,weekdays,00:45.2
183,92874,2,Wednesday,4,2017,weekdays,00:45.2
184,92874,2,Monday,4,2017,weekdays,00:45.2
185,92874,2,Thursday,4,2017,weekdays,00:45.2
186,92874,2,Saturday,6,2017,weekends,00:45.2
187,92875,2,Sunday,4,2017,weekends,00:45.2
188,92875,2,Thursday,2,2017,weekdays,00:45.2
189,92875,2,Saturday,3,2017,weekends,00:45.2
190,92918,2,Sunday,5,2017,weekends,00:45.2
191,92918,2,Saturday,5,2017,weekends,00:45.2
192,92918,2,Thursday,4,2017,weekdays,00:45.2
193,92918,2,Monday,4,2017,weekdays,00:45.2
194,92918,2,Wednesday,4,2017,weekdays,00:45.2
195,92918,2,Tuesday,4,2017,weekdays,00:45.2
196,92918,2,Friday,4,2017,weekdays,00:45.2
197,92972,2,Sunday,5,2017,weekends,00:45.2
198,92972,2,Saturday,4,2017,weekends,00:45.2
199,93048,2,Saturday,4,2017,weekends,00:45.2
200,93048,2,Sunday,5,2017,weekends,00:45.2
201,93048,2,Friday,5,2017,weekdays,00:45.2
202,93048,2,Tuesday,4,2017,weekdays,00:45.2
203,93048,2,Wednesday,4,2017,weekdays,00:45.2
204,93048,2,Monday,4,2017,weekdays,00:45.2
205,93048,2,Thursday,4,2017,weekdays,00:45.2
206,93050,2,Thursday,4,2017,weekdays,00:45.2
207,93050,2,Wednesday,4,2017,weekdays,00:45.2
208,93050,2,Friday,4,2017,weekdays,00:45.2
209,93050,2,Saturday,4,2017,weekends,00:45.2
210,93050,2,Monday,2,2017,weekdays,00:45.2
211,93050,2,Tuesday,2,2017,weekdays,00:45.2
212,93050,2,Sunday,4,2017,weekends,00:45.2
213,93066,2,Saturday,3,2017,weekends,00:45.2
214,93165,2,Tuesday,3,2017,weekdays,00:45.2
215,93165,2,Monday,2,2017,weekdays,00:45.2
216,93165,2,Saturday,4,2017,weekends,00:45.2
217,93165,2,Thursday,4,2017,weekdays,00:45.2
218,93165,2,Wednesday,5,2017,weekdays,00:45.2
219,93165,2,Sunday,6,2017,weekends,00:45.2
220,93165,2,Friday,6,2017,weekdays,00:45.2
221,93166,2,Thursday,1,2017,weekdays,00:45.2
222,93166,2,Saturday,1,2017,weekends,00:45.2
223,93167,2,Sunday,2,2017,weekends,00:45.2
224,93167,2,Saturday,2,2017,weekends,00:45.2
225,93168,2,Sunday,5,2017,weekends,00:45.2
226,93168,2,Saturday,5,2017,weekends,00:45.2
227,93168,2,Thursday,4,2017,weekdays,00:45.2
228,93168,2,Friday,4,2017,weekdays,00:45.2
229,93168,2,Tuesday,4,2017,weekdays,00:45.2
230,93168,2,Wednesday,4,2017,weekdays,00:45.2
231,93168,2,Monday,4,2017,weekdays,00:45.2
232,93183,2,Monday,4,2017,weekdays,00:45.2
233,93183,2,Tuesday,4,2017,weekdays,00:45.2
234,93183,2,Thursday,4,2017,weekdays,00:45.2
235,93183,2,Wednesday,5,2017,weekdays,00:45.2
236,93183,2,Friday,5,2017,weekdays,00:45.2
237,93183,2,Saturday,4,2017,weekends,00:45.2
238,93183,2,Sunday,4,2017,weekends,00:45.2
239,93185,2,Wednesday,2,2017,weekdays,00:45.2
240,93185,2,Sunday,2,2017,weekends,00:45.2
241,93186,2,Friday,4,2017,weekdays,00:45.2
242,93188,2,Sunday,3,2017,weekends,00:45.2
243,93191,2,Sunday,10,2017,weekends,00:45.2
244,93207,2,Sunday,4,2017,weekends,00:45.2
245,93327,2,Sunday,6,2017,weekends,00:45.2
246,93327,2,Saturday,6,2017,weekends,00:45.2
247,93328,2,Saturday,6,2017,weekends,00:45.2
248,93328,2,Sunday,6,2017,weekends,00:45.2
249,93385,2,Sunday,16,2017,weekends,00:45.2
250,93386,2,Saturday,4,2017,weekends,00:45.2
251,93387,2,Saturday,5,2017,weekends,00:45.2
252,93388,2,Sunday,2,2017,weekends,00:45.2
253,93388,2,Saturday,2,2017,weekends,00:45.2
254,93389,2,Saturday,4,2017,weekends,00:45.2
255,93389,2,Friday,4,2017,weekdays,00:45.2
256,93389,2,Tuesday,4,2017,weekdays,00:45.2
257,93389,2,Monday,4,2017,weekdays,00:45.2
258,93389,2,Wednesday,4,2017,weekdays,00:45.2
259,93389,2,Thursday,4,2017,weekdays,00:45.2
260,93390,2,Sunday,2,2017,weekends,00:45.2
261,93391,2,Sunday,2,2017,weekends,00:45.2
262,93391,2,Wednesday,1,2017,weekdays,00:45.2
263,93391,2,Friday,2,2017,weekdays,00:45.2
264,93392,2,Sunday,3,2017,weekends,00:45.2
265,93392,2,Saturday,2,2017,weekends,00:45.2
266,93979,2,Sunday,4,2017,weekends,00:45.2
267,93980,2,Monday,2,2017,weekdays,00:45.2
268,93980,2,Wednesday,4,2017,weekdays,00:45.2
269,93980,2,Tuesday,4,2017,weekdays,00:45.2
270,93980,2,Friday,4,2017,weekdays,00:45.2
271,93980,2,Saturday,5,2017,weekends,00:45.2
272,93980,2,Thursday,5,2017,weekdays,00:45.2
273,93981,2,Sunday,4,2017,weekends,00:45.2
274,93981,2,Saturday,4,2017,weekends,00:45.2
275,93982,2,Saturday,4,2017,weekends,00:45.2
276,93982,2,Sunday,4,2017,weekends,00:45.2
277,94027,2,Sunday,4,2017,weekends,00:45.2
278,94027,2,Saturday,4,2017,weekends,00:45.2
279,94132,2,Saturday,4,2017,weekends,00:45.2
280,94132,2,Sunday,4,2017,weekends,00:45.2
281,94133,2,Sunday,4,2017,weekends,00:45.2
282,94134,2,Sunday,4,2017,weekends,00:45.2
283,94134,2,Saturday,4,2017,weekends,00:45.2
284,94134,2,Thursday,5,2017,weekdays,00:45.2
285,94134,2,Friday,5,2017,weekdays,00:45.2
286,94134,2,Tuesday,4,2017,weekdays,00:45.2
287,94134,2,Wednesday,4,2017,weekdays,00:45.2
288,94134,2,Monday,4,2017,weekdays,00:45.2
289,94136,2,Sunday,4,2017,weekends,00:45.2
290,94136,2,Saturday,3,2017,weekends,00:45.2
291,94137,2,Monday,4,2017,weekdays,00:45.2
292,94137,2,Wednesday,4,2017,weekdays,00:45.2
293,94137,2,Tuesday,4,2017,weekdays,00:45.2
294,94137,2,Friday,4,2017,weekdays,00:45.2
295,94137,2,Thursday,4,2017,weekdays,00:45.2
296,94137,2,Saturday,5,2017,weekends,00:45.2
297,94137,2,Sunday,5,2017,weekends,00:45.2
298,94138,2,Sunday,3,2017,weekends,00:45.2
299,94201,3,Sunday,5,2017,weekends,00:45.2
300,94201,3,Saturday,5,2017,weekends,00:45.2
301,94201,3,Wednesday,4,2017,weekdays,00:45.2
302,94201,3,Friday,4,2017,weekdays,00:45.2
303,94201,3,Tuesday,4,2017,weekdays,00:45.2
304,94201,3,Monday,4,2017,weekdays,00:45.2
305,94201,3,Thursday,4,2017,weekdays,00:45.2
306,94202,3,Sunday,5,2017,weekends,00:45.2
307,94203,3,Sunday,5,2017,weekends,00:45.2
308,94203,3,Thursday,5,2017,weekdays,00:45.2
309,94203,3,Wednesday,4,2017,weekdays,00:45.2
310,94203,3,Monday,4,2017,weekdays,00:45.2
311,94203,3,Tuesday,4,2017,weekdays,00:45.2
312,94203,3,Friday,4,2017,weekdays,00:45.2
313,94203,3,Saturday,4,2017,weekends,00:45.2
314,94204,3,Tuesday,4,2017,weekdays,00:45.2
315,94204,3,Monday,4,2017,weekdays,00:45.2
316,94204,3,Wednesday,4,2017,weekdays,00:45.2
317,94204,3,Thursday,5,2017,weekdays,00:45.2
318,94204,3,Friday,5,2017,weekdays,00:45.2
319,94204,3,Sunday,5,2017,weekends,00:45.2
320,94204,3,Saturday,5,2017,weekends,00:45.2
321,94205,3,Saturday,5,2017,weekends,00:45.2
322,94205,3,Sunday,5,2017,weekends,00:45.2
323,94205,3,Wednesday,4,2017,weekdays,00:45.2
324,94205,3,Monday,4,2017,weekdays,00:45.2
325,94205,3,Thursday,4,2017,weekdays,00:45.2
326,94205,3,Tuesday,4,2017,weekdays,00:45.2
327,94205,3,Friday,4,2017,weekdays,00:45.2
328,94206,3,Saturday,4,2017,weekends,00:45.2
329,94206,3,Sunday,4,2017,weekends,00:45.2
330,94210,2,Sunday,3,2017,weekends,00:45.2
331,94210,2,Saturday,1,2017,weekends,00:45.2
332,94211,2,Saturday,1,2017,weekends,00:45.2
333,94211,2,Sunday,3,2017,weekends,00:45.2
334,94214,2,Saturday,4,2017,weekends,00:45.2
335,94214,2,Sunday,4,2017,weekends,00:45.2
336,94215,2,Saturday,3,2017,weekends,00:45.2
337,94215,2,Sunday,5,2017,weekends,00:45.2
338,94216,2,Saturday,4,2017,weekends,00:45.2
339,94225,2,Sunday,6,2017,weekends,00:45.2
340,94225,2,Saturday,6,2017,weekends,00:45.2
341,94226,2,Saturday,4,2017,weekends,00:45.2
342,94226,2,Sunday,4,2017,weekends,00:45.2
343,94227,2,Sunday,4,2017,weekends,00:45.2
344,94647,2,Sunday,4,2017,weekends,00:45.2
345,94647,2,Saturday,5,2017,weekends,00:45.2
346,94647,2,Wednesday,5,2017,weekdays,00:45.2
347,94647,2,Thursday,4,2017,weekdays,00:45.2
348,94647,2,Friday,4,2017,weekdays,00:45.2
349,94647,2,Tuesday,4,2017,weekdays,00:45.2
350,94647,2,Monday,4,2017,weekdays,00:45.2
351,94741,2,Friday,4,2017,weekdays,00:45.2
352,94741,2,Saturday,6,2017,weekends,00:45.2
353,94741,2,Sunday,6,2017,weekends,00:45.2
354,94803,2,Sunday,4,2017,weekends,00:45.2
355,94803,2,Saturday,4,2017,weekends,00:45.2
356,94804,2,Wednesday,1,2017,weekdays,00:45.2
357,94804,2,Sunday,2,2017,weekends,00:45.2
358,94805,2,Sunday,3,2017,weekends,00:45.2
359,94805,2,Saturday,3,2017,weekends,00:45.2
360,94805,2,Wednesday,2,2017,weekdays,00:45.2
361,94806,2,Tuesday,3,2017,weekdays,00:45.2
362,94806,2,Thursday,3,2017,weekdays,00:45.2
363,94806,2,Saturday,6,2017,weekends,00:45.2
364,94838,2,Friday,4,2017,weekdays,00:45.2
365,94838,2,Wednesday,4,2017,weekdays,00:45.2
366,94838,2,Thursday,4,2017,weekdays,00:45.2
367,94838,2,Monday,2,2017,weekdays,00:45.2
368,94838,2,Tuesday,2,2017,weekdays,00:45.2
369,94838,2,Saturday,4,2017,weekends,00:45.2
370,94838,2,Sunday,4,2017,weekends,00:45.2
371,94868,2,Sunday,14,2017,weekends,00:45.2
372,94868,2,Saturday,10,2017,weekends,00:45.2
373,94869,2,Sunday,4,2017,weekends,00:45.2
374,94869,2,Thursday,3,2017,weekdays,00:45.2
375,94869,2,Saturday,3,2017,weekends,00:45.2
376,94870,2,Saturday,6,2017,weekends,00:45.2
377,94870,2,Sunday,6,2017,weekends,00:45.2
378,94871,2,Thursday,4,2017,weekdays,00:45.2
379,94871,2,Monday,4,2017,weekdays,00:45.2
380,94871,2,Saturday,4,2017,weekends,00:45.2
381,94981,3,Saturday,4,2017,weekends,00:45.2
382,94981,3,Friday,4,2017,weekdays,00:45.2
383,94981,3,Tuesday,4,2017,weekdays,00:45.2
384,94981,3,Thursday,4,2017,weekdays,00:45.2
385,94981,3,Monday,4,2017,weekdays,00:45.2
386,94981,3,Sunday,6,2017,weekends,00:45.2
387,94981,3,Wednesday,4,2017,weekdays,00:45.2
388,94984,2,Tuesday,2,2017,weekdays,00:45.2
389,94984,2,Thursday,2,2017,weekdays,00:45.2
390,94984,2,Saturday,3,2017,weekends,00:45.2
391,94984,2,Sunday,3,2017,weekends,00:45.2
392,94985,2,Sunday,3,2017,weekends,00:45.2
393,94985,2,Monday,3,2017,weekdays,00:45.2
394,94985,2,Saturday,4,2017,weekends,00:45.2
395,94986,2,Sunday,2,2017,weekends,00:45.2
396,94986,2,Saturday,2,2017,weekends,00:45.2
397,94987,2,Saturday,3,2017,weekends,00:45.2
398,94987,2,Sunday,4,2017,weekends,00:45.2
399,94987,2,Wednesday,2,2017,weekdays,00:45.2
400,94988,2,Saturday,1,2017,weekends,00:45.2
401,94988,2,Sunday,2,2017,weekends,00:45.2
402,94991,2,Sunday,3,2017,weekends,00:45.2
403,95051,3,Sunday,5,2017,weekends,00:45.2
404,95051,3,Saturday,5,2017,weekends,00:45.2
405,95051,3,Friday,5,2017,weekdays,00:45.2
406,95052,2,Sunday,3,2017,weekends,00:45.2
407,95052,2,Saturday,1,2017,weekends,00:45.2
408,95055,3,Sunday,4,2017,weekends,00:45.2
409,95189,2,Thursday,5,2017,weekdays,00:45.2
410,95189,2,Sunday,7,2017,weekends,00:45.2
411,95190,2,Thursday,4,2017,weekdays,00:45.2
412,95190,2,Saturday,4,2017,weekends,00:45.2
413,95190,2,Monday,3,2017,weekdays,00:45.2
414,95190,2,Tuesday,3,2017,weekdays,00:45.2
415,95190,2,Wednesday,3,2017,weekdays,00:45.2
416,95190,2,Friday,3,2017,weekdays,00:45.2
417,95191,2,Sunday,2,2017,weekends,00:45.2
418,95191,2,Saturday,3,2017,weekends,00:45.2
419,95192,2,Saturday,4,2017,weekends,00:45.2
420,95192,2,Sunday,4,2017,weekends,00:45.2
421,95192,2,Thursday,2,2017,weekdays,00:45.2
422,95192,2,Friday,2,2017,weekdays,00:45.2
423,95193,2,Sunday,3,2017,weekends,00:45.2
424,95193,2,Saturday,2,2017,weekends,00:45.2
425,95250,2,Sunday,2,2017,weekends,00:45.2
426,95250,2,Saturday,1,2017,weekends,00:45.2
427,95252,2,Sunday,4,2017,weekends,00:45.2
428,95252,2,Thursday,4,2017,weekdays,00:45.2
429,95252,2,Monday,4,2017,weekdays,00:45.2
430,95252,2,Wednesday,4,2017,weekdays,00:45.2
431,95252,2,Tuesday,4,2017,weekdays,00:45.2
432,95252,2,Friday,5,2017,weekdays,00:45.2
433,95252,2,Saturday,5,2017,weekends,00:45.2
434,95253,2,Sunday,1,2017,weekends,00:45.2
435,95253,2,Saturday,2,2017,weekends,00:45.2
436,95254,2,Sunday,5,2017,weekends,00:45.2
437,95719,2,Sunday,4,2017,weekends,00:45.2
438,95719,2,Wednesday,2,2017,weekdays,00:45.2
439,95719,2,Friday,2,2017,weekdays,00:45.2
440,95720,2,Sunday,5,2017,weekends,00:45.2
441,95720,2,Saturday,5,2017,weekends,00:45.2
442,95720,2,Tuesday,4,2017,weekdays,00:45.2
443,95720,2,Friday,4,2017,weekdays,00:45.2
444,95720,2,Wednesday,4,2017,weekdays,00:45.2
445,95720,2,Monday,4,2017,weekdays,00:45.2
446,95720,2,Thursday,4,2017,weekdays,00:45.2
447,95723,2,Monday,2,2017,weekdays,00:45.2
448,95723,2,Wednesday,2,2017,weekdays,00:45.2
449,95723,2,Friday,2,2017,weekdays,00:45.2
450,95723,2,Saturday,3,2017,weekends,00:45.2
451,95725,2,Saturday,2,2017,weekends,00:45.2
452,95725,2,Sunday,2,2017,weekends,00:45.2
453,95727,2,Saturday,3,2017,weekends,00:45.2
454,95727,2,Monday,1,2017,weekdays,00:45.2
455,95729,2,Sunday,2,2017,weekends,00:45.2
456,95729,2,Monday,2,2017,weekdays,00:45.2
457,95729,2,Wednesday,2,2017,weekdays,00:45.2
458,95729,2,Thursday,2,2017,weekdays,00:45.2
459,95729,2,Friday,2,2017,weekdays,00:45.2
460,95731,2,Thursday,1,2017,weekdays,00:45.2
461,95731,2,Sunday,3,2017,weekends,00:45.2
462,95733,2,Saturday,3,2017,weekends,00:45.2
463,95733,2,Sunday,6,2017,weekends,00:45.2
464,95770,3,Saturday,5,2017,weekends,00:45.2
465,95770,3,Monday,5,2017,weekdays,00:45.2
466,95770,3,Wednesday,4,2017,weekdays,00:45.2
467,95770,3,Thursday,4,2017,weekdays,00:45.2
468,95770,3,Tuesday,4,2017,weekdays,00:45.2
469,95770,3,Friday,4,2017,weekdays,00:45.2
470,95770,3,Sunday,4,2017,weekends,00:45.2
471,95771,3,Sunday,4,2017,weekends,00:45.2
472,95772,3,Sunday,5,2017,weekends,00:45.2
473,95773,3,Sunday,4,2017,weekends,00:45.2
474,95773,3,Thursday,1,2017,weekdays,00:45.2
475,95773,3,Saturday,3,2017,weekends,00:45.2
476,95834,2,Saturday,2,2017,weekends,00:45.2
477,95834,2,Sunday,4,2017,weekends,00:45.2
478,95834,2,Wednesday,2,2017,weekdays,00:45.2
479,95847,2,Sunday,2,2017,weekends,00:45.2
480,95847,2,Saturday,3,2017,weekends,00:45.2
481,95848,2,Thursday,4,2017,weekdays,00:45.2
482,95848,2,Monday,4,2017,weekdays,00:45.2
483,95848,2,Wednesday,4,2017,weekdays,00:45.2
484,95848,2,Friday,4,2017,weekdays,00:45.2
485,95848,2,Tuesday,4,2017,weekdays,00:45.2
486,95908,2,Tuesday,4,2017,weekdays,00:45.2
487,95908,2,Friday,4,2017,weekdays,00:45.2
488,95908,2,Wednesday,4,2017,weekdays,00:45.2
489,95908,2,Monday,4,2017,weekdays,00:45.2
490,95908,2,Thursday,4,2017,weekdays,00:45.2
491,95908,2,Sunday,5,2017,weekends,00:45.2
492,95908,2,Saturday,5,2017,weekends,00:45.2
493,95909,2,Saturday,5,2017,weekends,00:45.2
494,95909,2,Sunday,5,2017,weekends,00:45.2
495,95909,2,Monday,4,2017,weekdays,00:45.2
496,95909,2,Wednesday,4,2017,weekdays,00:45.2
497,95909,2,Friday,4,2017,weekdays,00:45.2
498,95909,2,Tuesday,4,2017,weekdays,00:45.2
499,95909,2,Thursday,4,2017,weekdays,00:45.2
500,95910,2,Sunday,6,2017,weekends,00:45.2
501,95910,2,Saturday,6,2017,weekends,00:45.2
502,95910,2,Wednesday,6,2017,weekdays,00:45.2
503,95910,2,Thursday,6,2017,weekdays,00:45.2
504,95910,2,Friday,6,2017,weekdays,00:45.2
505,95911,2,Thursday,4,2017,weekdays,00:45.2
506,95911,2,Tuesday,4,2017,weekdays,00:45.2
507,95911,2,Wednesday,4,2017,weekdays,00:45.2
