CompanionKey,RespondentID,CompanionGroup,dwh_create_date
5319,138991,Friends,2025-09-14 10:55:31.923000000
5320,138991,Family,2025-09-14 10:55:31.923000000
5321,138994,Alone,2025-09-14 10:55:31.923000000
5322,138994,Friends,2025-09-14 10:55:31.923000000
5323,138994,Colleagues / Business partner,2025-09-14 10:55:31.923000000
5324,138996,Friends,2025-09-14 10:55:31.923000000
5325,138996,Colleagues / Business partner,2025-09-14 10:55:31.923000000
5326,138999,Family,2025-09-14 10:55:31.923000000
5327,139000,Friends,2025-09-14 10:55:31.923000000
5328,139001,Alone,2025-09-14 10:55:31.923000000
5329,139001,Friends,2025-09-14 10:55:31.923000000
5330,139004,Family,2025-09-14 10:55:31.923000000
5331,139004,Friends,2025-09-14 10:55:31.923000000
5332,139005,Friends,2025-09-14 10:55:31.923000000
5333,139006,Colleagues / Business partner,2025-09-14 10:55:31.923000000
5334,139006,Friends,2025-09-14 10:55:31.923000000
5335,139007,Colleagues / Business partner,2025-09-14 10:55:31.923000000
5336,139007,Friends,2025-09-14 10:55:31.923000000
5337,139007,Boyfriend / Girlfriend,2025-09-14 10:55:31.923000000
5338,139008,Friends,2025-09-14 10:55:31.923000000
5339,139008,Colleagues / Business partner,2025-09-14 10:55:31.923000000
5340,139009,Family,2025-09-14 10:55:31.923000000
5341,139009,Friends,2025-09-14 10:55:31.923000000
5342,139011,Friends,2025-09-14 10:55:31.923000000
5343,139012,Friends,2025-09-14 10:55:31.923000000
5344,139013,Friends,2025-09-14 10:55:31.923000000
5345,139014,Alone,2025-09-14 10:55:31.923000000
5346,139014,Friends,2025-09-14 10:55:31.923000000
5347,139015,Friends,2025-09-14 10:55:31.923000000
5348,139017,Friends,2025-09-14 10:55:31.923000000
5349,139018,Friends,2025-09-14 10:55:31.923000000
5350,139019,Friends,2025-09-14 10:55:31.923000000
5351,139020,Colleagues / Business partner,2025-09-14 10:55:31.923000000
5352,139021,Friends,2025-09-14 10:55:31.923000000
5353,139022,Family,2025-09-14 10:55:31.923000000
5354,139022,Friends,2025-09-14 10:55:31.923000000
5355,139022,Colleagues / Business partner,2025-09-14 10:55:31.923000000
5356,139023,Colleagues / Business partner,2025-09-14 10:55:31.923000000
5357,139024,Family,2025-09-14 10:55:31.923000000
5358,139025,Friends,2025-09-14 10:55:31.923000000
5359,139026,Friends,2025-09-14 10:55:31.923000000
5360,139027,Friends,2025-09-14 10:55:31.923000000
5361,139028,Colleagues / Business partner,2025-09-14 10:55:31.923000000
5362,139028,Family,2025-09-14 10:55:31.923000000
5363,139028,Friends,2025-09-14 10:55:31.923000000
5364,139029,Friends,2025-09-14 10:55:31.923000000
5365,139030,Friends,2025-09-14 10:55:31.923000000
5366,139031,Family,2025-09-14 10:55:31.923000000
5367,139031,Colleagues / Business partner,2025-09-14 10:55:31.923000000
5368,139032,Friends,2025-09-14 10:55:31.923000000
5369,139033,Friends,2025-09-14 10:55:31.923000000
5370,139033,Colleagues / Business partner,2025-09-14 10:55:31.923000000
5371,139034,Family,2025-09-14 10:55:31.923000000
5372,139034,Friends,2025-09-14 10:55:31.923000000
5373,139036,Colleagues / Business partner,2025-09-14 10:55:31.923000000
5374,139036,Family,2025-09-14 10:55:31.923000000
5375,139036,Friends,2025-09-14 10:55:31.923000000
5376,139037,Friends,2025-09-14 10:55:31.923000000
5377,139039,Friends,2025-09-14 10:55:31.923000000
5378,139039,Alone,2025-09-14 10:55:31.923000000
5379,139041,Colleagues / Business partner,2025-09-14 10:55:31.923000000
5380,139041,Friends,2025-09-14 10:55:31.923000000
5381,139042,Alone,2025-09-14 10:55:31.923000000
5382,139043,Colleagues / Business partner,2025-09-14 10:55:31.923000000
5383,139043,Friends,2025-09-14 10:55:31.923000000
5384,139043,Alone,2025-09-14 10:55:31.923000000
5385,139045,Friends,2025-09-14 10:55:31.923000000
5386,139046,Friends,2025-09-14 10:55:31.923000000
5387,139052,Alone,2025-09-14 10:55:31.923000000
5388,139052,Friends,2025-09-14 10:55:31.923000000
5389,139053,Alone,2025-09-14 10:55:31.923000000
5390,139053,Friends,2025-09-14 10:55:31.923000000
5391,139054,Alone,2025-09-14 10:55:31.923000000
5392,139054,Friends,2025-09-14 10:55:31.923000000
5393,139055,Alone,2025-09-14 10:55:31.923000000
5394,139056,Friends,2025-09-14 10:55:31.923000000
5395,139062,Family,2025-09-14 10:55:31.923000000
5396,139063,Family,2025-09-14 10:55:31.923000000
5397,139064,Friends,2025-09-14 10:55:31.923000000
5398,139064,Family,2025-09-14 10:55:31.923000000
5399,139065,Family,2025-09-14 10:55:31.923000000
5400,139069,Colleagues / Business partner,2025-09-14 10:55:31.923000000
5401,139069,Family,2025-09-14 10:55:31.923000000
5402,139069,Friends,2025-09-14 10:55:31.923000000
5403,139070,Boyfriend / Girlfriend,2025-09-14 10:55:31.923000000
5404,139071,Friends,2025-09-14 10:55:31.923000000
5405,139072,Family,2025-09-14 10:55:31.923000000
5406,139072,Alone,2025-09-14 10:55:31.923000000
5407,139080,Boyfriend / Girlfriend,2025-09-14 10:55:31.923000000
5408,139080,Friends,2025-09-14 10:55:31.923000000
5409,139080,Family,2025-09-14 10:55:31.923000000
5410,139081,Friends,2025-09-14 10:55:31.923000000
5411,139081,Family,2025-09-14 10:55:31.923000000
5412,139082,Friends,2025-09-14 10:55:31.923000000
5413,139082,Colleagues / Business partner,2025-09-14 10:55:31.923000000
5414,139083,Family,2025-09-14 10:55:31.923000000
5415,139083,Colleagues / Business partner,2025-09-14 10:55:31.923000000
5416,139083,Friends,2025-09-14 10:55:31.923000000
5417,139085,Family,2025-09-14 10:55:31.923000000
5418,139085,Friends,2025-09-14 10:55:31.923000000
5419,139085,Colleagues / Business partner,2025-09-14 10:55:31.923000000
5420,139086,Family,2025-09-14 10:55:31.923000000
5421,139086,Colleagues / Business partner,2025-09-14 10:55:31.923000000
5422,139086,Friends,2025-09-14 10:55:31.923000000
5423,139087,Alone,2025-09-14 10:55:31.923000000
5424,139088,Family,2025-09-14 10:55:31.923000000
5425,139088,Friends,2025-09-14 10:55:31.923000000
5426,139089,Boyfriend / Girlfriend,2025-09-14 10:55:31.923000000
5427,139089,Friends,2025-09-14 10:55:31.923000000
5428,139096,Family,2025-09-14 10:55:31.923000000
5429,139097,Friends,2025-09-14 10:55:31.923000000
5430,139097,Family,2025-09-14 10:55:31.923000000
5431,139098,Family,2025-09-14 10:55:31.923000000
5432,139099,Friends,2025-09-14 10:55:31.923000000
5433,139099,Family,2025-09-14 10:55:31.923000000
5434,139100,Family,2025-09-14 10:55:31.923000000
5435,139101,Friends,2025-09-14 10:55:31.923000000
5436,139102,Family,2025-09-14 10:55:31.923000000
5437,139102,Friends,2025-09-14 10:55:31.923000000
5438,139103,Friends,2025-09-14 10:55:31.923000000
5439,139136,Friends,2025-09-14 10:55:31.923000000
5440,139137,Friends,2025-09-14 10:55:31.923000000
5441,139137,Colleagues / Business partner,2025-09-14 10:55:31.923000000
5442,139144,Friends,2025-09-14 10:55:31.923000000
5443,139145,Friends,2025-09-14 10:55:31.923000000
5444,139160,Colleagues / Business partner,2025-09-14 10:55:31.923000000
5445,139160,Family,2025-09-14 10:55:31.923000000
5446,139160,Friends,2025-09-14 10:55:31.923000000
5447,139164,Colleagues / Business partner,2025-09-14 10:55:31.923000000
5448,139170,Alone,2025-09-14 10:55:31.923000000
5449,139170,Friends,2025-09-14 10:55:31.923000000
5450,139171,Alone,2025-09-14 10:55:31.923000000
5451,139171,Family,2025-09-14 10:55:31.923000000
5452,139172,Alone,2025-09-14 10:55:31.923000000
5453,139172,Friends,2025-09-14 10:55:31.923000000
5454,139173,Family,2025-09-14 10:55:31.923000000
5455,139174,Alone,2025-09-14 10:55:31.923000000
5456,139174,Friends,2025-09-14 10:55:31.923000000
5457,139175,Alone,2025-09-14 10:55:31.923000000
5458,139175,Family,2025-09-14 10:55:31.923000000
5459,139175,Friends,2025-09-14 10:55:31.923000000
5460,139176,Alone,2025-09-14 10:55:31.923000000
5461,139176,Family,2025-09-14 10:55:31.923000000
5462,139177,Alone,2025-09-14 10:55:31.923000000
5463,139178,Alone,2025-09-14 10:55:31.923000000
5464,139179,Friends,2025-09-14 10:55:31.923000000
5465,139180,Friends,2025-09-14 10:55:31.923000000
5466,139181,Friends,2025-09-14 10:55:31.923000000
5467,139182,Friends,2025-09-14 10:55:31.923000000
5468,139182,Colleagues / Business partner,2025-09-14 10:55:31.923000000
5469,139183,Alone,2025-09-14 10:55:31.923000000
5470,139192,Colleagues / Business partner,2025-09-14 10:55:31.923000000
5471,139192,Friends,2025-09-14 10:55:31.923000000
5472,139208,Alone,2025-09-14 10:55:31.923000000
5473,139209,Friends,2025-09-14 10:55:31.923000000
5474,139210,Friends,2025-09-14 10:55:31.923000000
5475,139211,Family,2025-09-14 10:55:31.923000000
5476,139211,Friends,2025-09-14 10:55:31.923000000
5477,139212,Alone,2025-09-14 10:55:31.923000000
5478,139227,Friends,2025-09-14 10:55:31.923000000
5479,139227,Colleagues / Business partner,2025-09-14 10:55:31.923000000
5480,139228,Colleagues / Business partner,2025-09-14 10:55:31.923000000
5481,139228,Friends,2025-09-14 10:55:31.923000000
5482,139229,Family,2025-09-14 10:55:31.923000000
5483,139229,Friends,2025-09-14 10:55:31.923000000
5484,139229,Colleagues / Business partner,2025-09-14 10:55:31.923000000
5485,139230,Family,2025-09-14 10:55:31.923000000
5486,139230,Colleagues / Business partner,2025-09-14 10:55:31.923000000
5487,139230,Friends,2025-09-14 10:55:31.923000000
5488,139231,Family,2025-09-14 10:55:31.923000000
5489,139231,Friends,2025-09-14 10:55:31.923000000
5490,139232,Family,2025-09-14 10:55:31.923000000
5491,139232,Friends,2025-09-14 10:55:31.923000000
5492,139232,Colleagues / Business partner,2025-09-14 10:55:31.923000000
5493,139233,Colleagues / Business partner,2025-09-14 10:55:31.923000000
5494,139233,Friends,2025-09-14 10:55:31.923000000
5495,139240,Friends,2025-09-14 10:55:31.923000000
5496,139240,Colleagues / Business partner,2025-09-14 10:55:31.923000000
5497,139241,Friends,2025-09-14 10:55:31.923000000
5498,139242,Family,2025-09-14 10:55:31.923000000
5499,139242,Friends,2025-09-14 10:55:31.923000000
5500,139243,Friends,2025-09-14 10:55:31.923000000
5501,139243,Colleagues / Business partner,2025-09-14 10:55:31.923000000
5502,139299,Friends,2025-09-14 10:55:31.923000000
5503,139300,Family,2025-09-14 10:55:31.923000000
5504,139301,Friends,2025-09-14 10:55:31.923000000
5505,139302,Friends,2025-09-14 10:55:31.923000000
5506,139309,Friends,2025-09-14 10:55:31.923000000
5507,139310,Family,2025-09-14 10:55:31.923000000
5508,139310,Friends,2025-09-14 10:55:31.923000000
5509,139311,Alone,2025-09-14 10:55:31.923000000
5510,139311,Friends,2025-09-14 10:55:31.923000000
5511,139312,Alone,2025-09-14 10:55:31.923000000
5512,139312,Family,2025-09-14 10:55:31.923000000
5513,139312,Friends,2025-09-14 10:55:31.923000000
5514,139313,Alone,2025-09-14 10:55:31.923000000
5515,139313,Friends,2025-09-14 10:55:31.923000000
5516,139314,Family,2025-09-14 10:55:31.923000000
5517,139314,Friends,2025-09-14 10:55:31.923000000
5518,139314,Colleagues / Business partner,2025-09-14 10:55:31.923000000
5519,139315,Alone,2025-09-14 10:55:31.923000000
5520,139315,Friends,2025-09-14 10:55:31.923000000
5521,139317,Alone,2025-09-14 10:55:31.923000000
5522,139317,Family,2025-09-14 10:55:31.923000000
5523,139318,Alone,2025-09-14 10:55:31.923000000
5524,139318,Friends,2025-09-14 10:55:31.923000000
5525,139619,Friends,2025-09-14 10:55:31.923000000
5526,139620,Friends,2025-09-14 10:55:31.923000000
5527,139781,Friends,2025-09-14 10:55:31.923000000
5528,139782,Friends,2025-09-14 10:55:31.923000000
5529,139783,Alone,2025-09-14 10:55:31.923000000
5530,139784,Family,2025-09-14 10:55:31.923000000
5531,139784,Friends,2025-09-14 10:55:31.923000000
5532,139785,Family,2025-09-14 10:55:31.923000000
5533,139878,Friends,2025-09-14 10:55:31.923000000
5534,139879,Family,2025-09-14 10:55:31.923000000
5535,139879,Friends,2025-09-14 10:55:31.923000000
5536,139880,Family,2025-09-14 10:55:31.923000000
5537,139881,Friends,2025-09-14 10:55:31.923000000
5538,139914,Colleagues / Business partner,2025-09-14 10:55:31.923000000
5539,139914,Family,2025-09-14 10:55:31.923000000
5540,139914,Friends,2025-09-14 10:55:31.923000000
5541,139915,Alone,2025-09-14 10:55:31.923000000
5542,139916,Family,2025-09-14 10:55:31.923000000
5543,139916,Alone,2025-09-14 10:55:31.923000000
5544,139916,Friends,2025-09-14 10:55:31.923000000
5545,139917,Colleagues / Business partner,2025-09-14 10:55:31.923000000
5546,139917,Friends,2025-09-14 10:55:31.923000000
5547,139918,Friends,2025-09-14 10:55:31.923000000
5548,139920,Boyfriend / Girlfriend,2025-09-14 10:55:31.923000000
5549,139920,Family,2025-09-14 10:55:31.923000000
5550,139920,Friends,2025-09-14 10:55:31.923000000
5551,139949,Family,2025-09-14 10:55:31.923000000
5552,139949,Friends,2025-09-14 10:55:31.923000000
5553,139950,Family,2025-09-14 10:55:31.923000000
5554,139950,Friends,2025-09-14 10:55:31.923000000
5555,139951,Family,2025-09-14 10:55:31.923000000
5556,139951,Friends,2025-09-14 10:55:31.923000000
5557,139952,Colleagues / Business partner,2025-09-14 10:55:31.923000000
5558,139952,Friends,2025-09-14 10:55:31.923000000
5559,139952,Family,2025-09-14 10:55:31.923000000
5560,139953,Family,2025-09-14 10:55:31.923000000
5561,139953,Friends,2025-09-14 10:55:31.923000000
5562,139956,Friends,2025-09-14 10:55:31.923000000
5563,139956,Family,2025-09-14 10:55:31.923000000
5564,139957,Friends,2025-09-14 10:55:31.923000000
5565,139958,Friends,2025-09-14 10:55:31.923000000
5566,139959,Alone,2025-09-14 10:55:31.923000000
5567,139959,Friends,2025-09-14 10:55:31.923000000
5568,139959,Family,2025-09-14 10:55:31.923000000
5569,139960,Colleagues / Business partner,2025-09-14 10:55:31.923000000
5570,139960,Friends,2025-09-14 10:55:31.923000000
5571,139961,Friends,2025-09-14 10:55:31.923000000
5572,139962,Boyfriend / Girlfriend,2025-09-14 10:55:31.923000000
5573,139962,Friends,2025-09-14 10:55:31.923000000
5574,139962,Family,2025-09-14 10:55:31.923000000
5575,139965,Friends,2025-09-14 10:55:31.923000000
5576,139966,Friends,2025-09-14 10:55:31.923000000
5577,139971,Family,2025-09-14 10:55:31.923000000
5578,139987,Family,2025-09-14 10:55:31.923000000
5579,139987,Friends,2025-09-14 10:55:31.923000000
5580,139988,Friends,2025-09-14 10:55:31.923000000
5581,139988,Family,2025-09-14 10:55:31.923000000
5582,139989,Family,2025-09-14 10:55:31.923000000
5583,139989,Friends,2025-09-14 10:55:31.923000000
5584,139991,Friends,2025-09-14 10:55:31.923000000
5585,139991,Family,2025-09-14 10:55:31.923000000
5586,139992,Family,2025-09-14 10:55:31.923000000
5587,139992,Friends,2025-09-14 10:55:31.923000000
5588,139994,Friends,2025-09-14 10:55:31.923000000
5589,139995,Friends,2025-09-14 10:55:31.923000000
5590,139995,Family,2025-09-14 10:55:31.923000000
5591,139996,Family,2025-09-14 10:55:31.923000000
5592,139996,Friends,2025-09-14 10:55:31.923000000
5593,139997,Friends,2025-09-14 10:55:31.923000000
5594,139997,Family,2025-09-14 10:55:31.923000000
5595,140007,Friends,2025-09-14 10:55:31.923000000
5596,140008,Friends,2025-09-14 10:55:31.923000000
5597,140009,Friends,2025-09-14 10:55:31.923000000
5598,140010,Friends,2025-09-14 10:55:31.923000000
5599,140019,Friends,2025-09-14 10:55:31.923000000
5600,140029,Friends,2025-09-14 10:55:31.923000000
5601,140029,Family,2025-09-14 10:55:31.923000000
5602,140030,Colleagues / Business partner,2025-09-14 10:55:31.923000000
5603,140030,Family,2025-09-14 10:55:31.923000000
5604,140030,Friends,2025-09-14 10:55:31.923000000
5605,140031,Friends,2025-09-14 10:55:31.923000000
5606,140032,Colleagues / Business partner,2025-09-14 10:55:31.923000000
5607,140032,Friends,2025-09-14 10:55:31.923000000
5608,140032,Family,2025-09-14 10:55:31.923000000
5609,140033,Colleagues / Business partner,2025-09-14 10:55:31.923000000
5610,140033,Family,2025-09-14 10:55:31.923000000
5611,140033,Friends,2025-09-14 10:55:31.923000000
5612,140034,Alone,2025-09-14 10:55:31.923000000
5613,140034,Friends,2025-09-14 10:55:31.923000000
5614,140034,Family,2025-09-14 10:55:31.923000000
5615,140035,Family,2025-09-14 10:55:31.923000000
5616,140035,Friends,2025-09-14 10:55:31.923000000
5617,140057,Friends,2025-09-14 10:55:31.923000000
5618,140058,Friends,2025-09-14 10:55:31.923000000
5619,140059,Friends,2025-09-14 10:55:31.923000000
5620,140059,Family,2025-09-14 10:55:31.923000000
5621,140060,Family,2025-09-14 10:55:31.923000000
5622,140060,Friends,2025-09-14 10:55:31.923000000
5623,140061,Friends,2025-09-14 10:55:31.923000000
5624,140061,Family,2025-09-14 10:55:31.923000000
5625,140062,Family,2025-09-14 10:55:31.923000000
5626,140062,Friends,2025-09-14 10:55:31.923000000
5627,140063,Friends,2025-09-14 10:55:31.923000000
5628,140063,Family,2025-09-14 10:55:31.923000000
5629,140064,Family,2025-09-14 10:55:31.923000000
5630,140095,Family,2025-09-14 10:55:31.923000000
5631,140095,Friends,2025-09-14 10:55:31.923000000
5632,140096,Friends,2025-09-14 10:55:31.923000000
5633,140096,Family,2025-09-14 10:55:31.923000000
5634,140097,Family,2025-09-14 10:55:31.923000000
5635,140097,Friends,2025-09-14 10:55:31.923000000
5636,140098,Family,2025-09-14 10:55:31.923000000
5637,140098,Friends,2025-09-14 10:55:31.923000000
5638,140099,Boyfriend / Girlfriend,2025-09-14 10:55:31.923000000
5639,140099,Friends,2025-09-14 10:55:31.923000000
5640,140099,Family,2025-09-14 10:55:31.923000000
5641,140100,Friends,2025-09-14 10:55:31.923000000
5642,140100,Family,2025-09-14 10:55:31.923000000
5643,140101,Friends,2025-09-14 10:55:31.923000000
5644,140101,Family,2025-09-14 10:55:31.923000000
5645,140102,Friends,2025-09-14 10:55:31.923000000
5646,140102,Family,2025-09-14 10:55:31.923000000
5647,140103,Colleagues / Business partner,2025-09-14 10:55:31.923000000
5648,140103,Family,2025-09-14 10:55:31.923000000
5649,140103,Friends,2025-09-14 10:55:31.923000000
5650,140129,Family,2025-09-14 10:55:31.923000000
5651,140129,Friends,2025-09-14 10:55:31.923000000
5652,140130,Friends,2025-09-14 10:55:31.923000000
5653,140131,Family,2025-09-14 10:55:31.923000000
5654,140131,Friends,2025-09-14 10:55:31.923000000
5655,140132,Family,2025-09-14 10:55:31.923000000
5656,140132,Friends,2025-09-14 10:55:31.923000000
5657,140135,Family,2025-09-14 10:55:31.923000000
5658,140135,Friends,2025-09-14 10:55:31.923000000
5659,140136,Family,2025-09-14 10:55:31.923000000
5660,140136,Colleagues / Business partner,2025-09-14 10:55:31.923000000
5661,140136,Friends,2025-09-14 10:55:31.923000000
5662,140137,Family,2025-09-14 10:55:31.923000000
5663,140137,Friends,2025-09-14 10:55:31.923000000
5664,140138,Family,2025-09-14 10:55:31.923000000
5665,140138,Friends,2025-09-14 10:55:31.923000000
5666,140139,Family,2025-09-14 10:55:31.923000000
5667,140140,Friends,2025-09-14 10:55:31.923000000
5668,140141,Family,2025-09-14 10:55:31.923000000
5669,140141,Alone,2025-09-14 10:55:31.923000000
5670,140141,Friends,2025-09-14 10:55:31.923000000
5671,140142,Family,2025-09-14 10:55:31.923000000
5672,140142,Friends,2025-09-14 10:55:31.923000000
5673,140143,Family,2025-09-14 10:55:31.923000000
5674,140144,Friends,2025-09-14 10:55:31.923000000
5675,140144,Family,2025-09-14 10:55:31.923000000
5676,140145,Colleagues / Business partner,2025-09-14 10:55:31.923000000
5677,140145,Boyfriend / Girlfriend,2025-09-14 10:55:31.923000000
5678,140145,Friends,2025-09-14 10:55:31.923000000
5679,140145,Family,2025-09-14 10:55:31.923000000
5680,140146,Colleagues / Business partner,2025-09-14 10:55:31.923000000
5681,140146,Family,2025-09-14 10:55:31.923000000
5682,140146,Friends,2025-09-14 10:55:31.923000000
5683,140147,Boyfriend / Girlfriend,2025-09-14 10:55:31.923000000
5684,140147,Friends,2025-09-14 10:55:31.923000000
5685,140149,Boyfriend / Girlfriend,2025-09-14 10:55:31.923000000
5686,140149,Friends,2025-09-14 10:55:31.923000000
5687,140167,Family,2025-09-14 10:55:31.923000000
5688,140167,Friends,2025-09-14 10:55:31.923000000
5689,140221,Friends,2025-09-14 10:55:31.923000000
5690,140222,Boyfriend / Girlfriend,2025-09-14 10:55:31.923000000
5691,140222,Family,2025-09-14 10:55:31.923000000
5692,140223,Friends,2025-09-14 10:55:31.923000000
5693,140223,Boyfriend / Girlfriend,2025-09-14 10:55:31.923000000
5694,140224,Colleagues / Business partner,2025-09-14 10:55:31.923000000
5695,140224,Friends,2025-09-14 10:55:31.923000000
5696,140225,Boyfriend / Girlfriend,2025-09-14 10:55:31.923000000
5697,140225,Friends,2025-09-14 10:55:31.923000000
5698,140226,Colleagues / Business partner,2025-09-14 10:55:31.923000000
5699,140226,Friends,2025-09-14 10:55:31.923000000
5700,140226,Alone,2025-09-14 10:55:31.923000000
5701,140227,Family,2025-09-14 10:55:31.923000000
5702,140227,Friends,2025-09-14 10:55:31.923000000
5703,140230,Family,2025-09-14 10:55:31.923000000
5704,140230,Friends,2025-09-14 10:55:31.923000000
5705,140231,Family,2025-09-14 10:55:31.923000000
5706,140231,Alone,2025-09-14 10:55:31.923000000
5707,140231,Friends,2025-09-14 10:55:31.923000000
5708,140232,Family,2025-09-14 10:55:31.923000000
5709,140232,Friends,2025-09-14 10:55:31.923000000
5710,140233,Boyfriend / Girlfriend,2025-09-14 10:55:31.923000000
5711,140233,Friends,2025-09-14 10:55:31.923000000
5712,140235,Colleagues / Business partner,2025-09-14 10:55:31.923000000
5713,140235,Friends,2025-09-14 10:55:31.923000000
5714,140236,Family,2025-09-14 10:55:31.923000000
5715,140236,Friends,2025-09-14 10:55:31.923000000
5716,140237,Friends,2025-09-14 10:55:31.923000000
5717,140238,Friends,2025-09-14 10:55:31.923000000
5718,140239,Friends,2025-09-14 10:55:31.923000000
5719,140240,Family,2025-09-14 10:55:31.923000000
5720,140240,Colleagues / Business partner,2025-09-14 10:55:31.923000000
5721,140240,Friends,2025-09-14 10:55:31.923000000
5722,140248,Friends,2025-09-14 10:55:31.923000000
5723,140253,Friends,2025-09-14 10:55:31.923000000
5724,140254,Family,2025-09-14 10:55:31.923000000
5725,140264,Friends,2025-09-14 10:55:31.923000000
5726,140264,Family,2025-09-14 10:55:31.923000000
5727,140265,Friends,2025-09-14 10:55:31.923000000
5728,140266,Friends,2025-09-14 10:55:31.923000000
5729,140267,Family,2025-09-14 10:55:31.923000000
5730,140279,Friends,2025-09-14 10:55:31.923000000
5731,140279,Family,2025-09-14 10:55:31.923000000
5732,140280,Colleagues / Business partner,2025-09-14 10:55:31.923000000
5733,140280,Family,2025-09-14 10:55:31.923000000
5734,140280,Friends,2025-09-14 10:55:31.923000000
5735,140291,Family,2025-09-14 10:55:31.923000000
5736,140291,Friends,2025-09-14 10:55:31.923000000
5737,140292,Family,2025-09-14 10:55:31.923000000
5738,140292,Friends,2025-09-14 10:55:31.923000000
5739,140293,Family,2025-09-14 10:55:31.923000000
5740,140293,Friends,2025-09-14 10:55:31.923000000
5741,140294,Family,2025-09-14 10:55:31.923000000
5742,140294,Friends,2025-09-14 10:55:31.923000000
5743,140295,Family,2025-09-14 10:55:31.923000000
5744,140295,Friends,2025-09-14 10:55:31.923000000
5745,140296,Family,2025-09-14 10:55:31.923000000
5746,140296,Friends,2025-09-14 10:55:31.923000000
5747,140297,Family,2025-09-14 10:55:31.923000000
5748,140297,Friends,2025-09-14 10:55:31.923000000
5749,140303,Family,2025-09-14 10:55:31.923000000
5750,140303,Friends,2025-09-14 10:55:31.923000000
5751,140304,Friends,2025-09-14 10:55:31.923000000
5752,140306,Friends,2025-09-14 10:55:31.923000000
5753,140309,Family,2025-09-14 10:55:31.923000000
5754,140309,Friends,2025-09-14 10:55:31.923000000
5755,140310,Friends,2025-09-14 10:55:31.923000000
5756,140311,Friends,2025-09-14 10:55:31.923000000
5757,140312,Family,2025-09-14 10:55:31.923000000
5758,140312,Friends,2025-09-14 10:55:31.923000000
5759,140313,Friends,2025-09-14 10:55:31.923000000
5760,140314,Friends,2025-09-14 10:55:31.923000000
5761,140315,Family,2025-09-14 10:55:31.923000000
5762,140315,Friends,2025-09-14 10:55:31.923000000
5763,140316,Family,2025-09-14 10:55:31.923000000
5764,140316,Colleagues / Business partner,2025-09-14 10:55:31.923000000
5765,140317,Friends,2025-09-14 10:55:31.923000000
5766,140318,Family,2025-09-14 10:55:31.923000000
5767,140318,Colleagues / Business partner,2025-09-14 10:55:31.923000000
5768,140319,Family,2025-09-14 10:55:31.923000000
5769,140319,Friends,2025-09-14 10:55:31.923000000
5770,140320,Family,2025-09-14 10:55:31.923000000
5771,140320,Colleagues / Business partner,2025-09-14 10:55:31.923000000
5772,140321,Family,2025-09-14 10:55:31.923000000
5773,140321,Friends,2025-09-14 10:55:31.923000000
5774,140321,Colleagues / Business partner,2025-09-14 10:55:31.923000000
5775,140326,Family,2025-09-14 10:55:31.923000000
5776,140326,Friends,2025-09-14 10:55:31.923000000
5777,140327,Family,2025-09-14 10:55:31.923000000
5778,140327,Friends,2025-09-14 10:55:31.923000000
5779,140328,Family,2025-09-14 10:55:31.923000000
5780,140328,Friends,2025-09-14 10:55:31.923000000
5781,140329,Friends,2025-09-14 10:55:31.923000000
5782,140330,Family,2025-09-14 10:55:31.923000000
5783,140331,Friends,2025-09-14 10:55:31.923000000
5784,140332,Family,2025-09-14 10:55:31.923000000
5785,140332,Friends,2025-09-14 10:55:31.923000000
5786,140333,Colleagues / Business partner,2025-09-14 10:55:31.923000000
5787,140333,Friends,2025-09-14 10:55:31.923000000
5788,140334,Family,2025-09-14 10:55:31.923000000
5789,140334,Friends,2025-09-14 10:55:31.923000000
5790,140335,Family,2025-09-14 10:55:31.923000000
5791,140335,Friends,2025-09-14 10:55:31.923000000
5792,140336,Alone,2025-09-14 10:55:31.923000000
5793,140337,Alone,2025-09-14 10:55:31.923000000
5794,140338,Friends,2025-09-14 10:55:31.923000000
5795,140341,Family,2025-09-14 10:55:31.923000000
5796,140341,Colleagues / Business partner,2025-09-14 10:55:31.923000000
5797,140341,Friends,2025-09-14 10:55:31.923000000
5798,140342,Family,2025-09-14 10:55:31.923000000
5799,140342,Colleagues / Business partner,2025-09-14 10:55:31.923000000
5800,140342,Friends,2025-09-14 10:55:31.923000000
5801,140342,Alone,2025-09-14 10:55:31.923000000
5802,140343,Colleagues / Business partner,2025-09-14 10:55:31.923000000
5803,140344,Family,2025-09-14 10:55:31.923000000
5804,140345,Family,2025-09-14 10:55:31.923000000
5805,140346,Friends,2025-09-14 10:55:31.923000000
5806,140347,Family,2025-09-14 10:55:31.923000000
5807,140348,Family,2025-09-14 10:55:31.923000000
5808,140349,Colleagues / Business partner,2025-09-14 10:55:31.923000000
5809,140350,Friends,2025-09-14 10:55:31.923000000
5810,140351,Family,2025-09-14 10:55:31.923000000
5811,140352,Family,2025-09-14 10:55:31.923000000
5812,140353,Family,2025-09-14 10:55:31.923000000
5813,140354,Family,2025-09-14 10:55:31.923000000
5814,140355,Colleagues / Business partner,2025-09-14 10:55:31.923000000
5815,140356,Friends,2025-09-14 10:55:31.923000000
5816,140357,Family,2025-09-14 10:55:31.923000000
5817,140358,Family,2025-09-14 10:55:31.923000000
5818,140359,Family,2025-09-14 10:55:31.923000000
5819,140360,Family,2025-09-14 10:55:31.923000000
5820,140361,Friends,2025-09-14 10:55:31.923000000
